Artvin,area,Doliskana,4.1,17,"41.1648444,41.9528083"
Artvin,eczane,Sifa Pharmacy,5.0,45,"41.1807731,41.8204919"
Artvin,eczane,Bizim Eczanesi,3.3,36,"41.11974,42.066905"
Artvin,eczane,Ozan Eczanesi,4.3,50,"41.1815423,41.8191309"
Artvin,Lokanta,Hopa Çiğköfte - Komagene Çiğköfte Hopa,4.3,36,"41.3936484,41.4190991"
Artvin,Lokanta,Öztürkler Lokantası,2.5,11,"41.1795378,41.8175904"
Artvin,Lokanta,Çardak Lokanta,4.6,10,"41.1807413,41.8196879"
Artvin,Lokanta,Saklıca Lokantası,4.3,46,"41.1809159,41.8197209"
Artvin,Lokanta,Sönmez ocak lokantası,4.3,19,"41.1810156,41.8208425"
Artvin,cami,Cami,5.0,15,"41.16483,41.953179"
Artvin,cami,Джамия Хамамлъ,4.0,33,"41.1641231,41.9557104"
Artvin,eczane,Aydinlar Mezarlik Mosque,4.0,11,"41.206,41.9920999"
Artvin,area,Cehennem Deresi Kanyonu,4.3,38,"41.1611111,41.9766667"
Artvin,eczane,Cansel Eczanesi,5.0,20,"41.121633,42.0664579"
Artvin,eczane,Hakan Eczanesi,3.9,17,"41.128685,42.076517"
Artvin,Lokanta,Yıldız Restoran - Ardanuç Çağ Kebap,4.2,36,"41.1194879,42.0669985"
Artvin,Lokanta,Ardanuç Evi,4.5,37,"41.1206278,42.0628667"
Artvin,cami,Mahmud Sami Ramazanoğlu Cami,5.0,36,"41.114759,42.068587"
Artvin,area,Borçka Karagöl Nature Park,4.7,40,"41.386122,41.8541061"
Artvin,eczane,Cebeci Pharmacy,5.0,25,"41.3620992,41.6767979"
Artvin,eczane,Sağlık Eczanesi,4.0,26,"41.3636787,41.6771465"
Artvin,eczane,Demir Eczanesi,4.0,36,"41.1824666,41.8196496"
Artvin,Lokanta,Rize Köftecisi - Mandiles Restoran Lokanta,4.1,26,"41.0418442,40.5792728"
Artvin,Lokanta,Zezemere bungalov evleri Artvin Borçka,4.5,19,"41.406061,41.7985999"
Artvin,Lokanta,Tadım lokantası,5.0,41,"41.3626118,41.6770298"
Artvin,Lokanta,NEBA Lokantası (Yöresel Lezzet),4.9,47,"41.363511,41.6790026"
Artvin,Lokanta,Bostana dere aile çay bahçesi kahvaltı,4.6,31,"41.4069411,41.7938921"
Artvin,cami,Duzenli Koyu Mosque,4.7,34,"41.4622,41.8930999"
Artvin,cami,Camili Köyü Camii,4.7,20,"41.4788197,41.8987106"
Artvin,cami,Aksu Mah Camii,4.0,10,"41.3608272,41.6837322"
Artvin,area,Dilber Düzü Mevki,4.7,30,"40.820742,41.177066"
Artvin,eczane,Üsküt Eczanesi,4.0,46,"41.0490291,40.8995104"
Artvin,eczane,Hemşin Eczanesi,5.0,14,"41.048776,40.899307"
Artvin,eczane,Camlihemsin Pharmacy,4.6,12,"41.0458579,41.0055877"
Artvin,Lokanta,Baba Ahmet Pansiyon ve Lokantası,4.1,21,"40.9519831,41.1076293"
Artvin,Lokanta,Maden Lokanta,4.0,28,"40.4578892,40.8522911"
Artvin,Lokanta,Beyoğlu Döner,4.9,41,"40.821089,41.5438047"
Artvin,eczane,Yaylalar Köyü Merkez Cami Yusufeli Artvin,4.0,28,"40.859512,41.2419248"
Artvin,eczane,Araklı Camii,5.0,25,"41.0419889,40.621426"
